style-scope src,Link to Commentor Account,Commentor,Comment Date,yt-simple-endpoint href 2,Comment,Likes,Replies
,https://www.youtube.com/@rightrepublicans133,@rightrepublicans133,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy4JPnIGJmFplFyO954AaABAg,The real reason why Sidious is alive is because someone needs to tell Rey the tragedy of Darth Plaguis the wise,802,20 replies
,https://www.youtube.com/@drewsattre3538,@drewsattre3538,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyR6Qw_HO7xlSNK94J4AaABAg,"If I see another 2019, 2020 meme in the comments, I’m gonna commit execute order 66",821,12 replies
,https://www.youtube.com/@lucassmith8841,@lucassmith8841,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwvTMiAt20Vb8kJ6054AaABAg,"Palpatine's Constipated Force Ghost: ""UNNNNLIMITED STAR DESTROYERS!""",1.1K,20 replies
,https://www.youtube.com/@cloudwalker9572,@cloudwalker9572,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwDrAA8lVsIb8lkuIR4AaABAg,"-""The force will be with you""
-""Always""

Happy birthday princess, we miss you.",841,9 replies
,https://www.youtube.com/@haleemaughan1222,@haleemaughan1222,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzD3GQgtKcKCI1Ezo94AaABAg,"2019: ""The saga ends""
2020: ""Star Wars: The search for more money""",697,10 replies
https://yt3.ggpht.com/ytc/AIdro_nJ_S9jcEstB1M35dDuUBicxizrpKe_RZD4Lac7jMLwvg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@preacher8417,@preacher8417,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyVj-9IR867XFqJHGR4AaABAg,But just as ray defeats palpatine the true sith lord shows himself JAR JAR,733,18 replies
https://yt3.ggpht.com/ytc/AIdro_lksTqnPemzb3pzspkUy4JXmR087YOC3wIqd1xfavM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@TheFirstdjsteels,@TheFirstdjsteels,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgybbXp5aEp7aMaLptJ4AaABAg,"2019: The Saga Ends

2020: Star Wars: The Highest Ground",1.3K,11 replies
https://yt3.ggpht.com/ytc/AIdro_mfsg2RJoAN6qnVDk_zSVERYzxpTzAu0Hi3s1iImXw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@adrianrammirez,@adrianrammirez,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyqQG9eWNIo9_9XLvR4AaABAg,"“ taking one last look at my friends “

Me :",470,22 replies
https://yt3.ggpht.com/ZuAGbDODRKuw_knRM8FjTEfoWBInViiW0Wpd05VptLrjPF2RsBsSbt4lWccwuvOo2cNvyM9I=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@F0urSidedHexag0n,@F0urSidedHexag0n,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyEBo0-4nFKbF4MRM94AaABAg,"Emperor: Coming together

The Alliance: Literally every ship in the whole galaxy in one shot.",604,5 replies
https://yt3.ggpht.com/ytc/AIdro_msDUGZ7UF2bFtd1_mWXSRtatYdF-VHRmWifZFhSKXKVl0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@amanasibn8026,@amanasibn8026,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyj9n5Z_tx4GO63T814AaABAg,"Me: Rewatches all star wars movies
Friend: What Are You Doing?
Me: Taking one last look, sir... At my friends..",542,14 replies
https://yt3.ggpht.com/ytc/AIdro_lrSbYgGPEb07LwLOgKZy9wt2oWr-TD3zAne_vrwR7Xpg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rightrepublicans133,@rightrepublicans133,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy4JPnIGJmFplFyO954AaABAg,The real reason why Sidious is alive is because someone needs to tell Rey the tragedy of Darth Plaguis the wise,802,20 replies
https://yt3.ggpht.com/nHWdHCflF1pd27gxRTJA2qSmznrLw7FQ_OZhm6-v8iuMTXX75DDl0YVJ-eskxeJjcbZEMKz_30I=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@drewsattre3538,@drewsattre3538,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyR6Qw_HO7xlSNK94J4AaABAg,"If I see another 2019, 2020 meme in the comments, I’m gonna commit execute order 66",821,12 replies
https://yt3.ggpht.com/R3qUFixWAtMiZxIjF9hLEzHMD6JcnxY5VjLhzE6zdTSh-GJx9n1cYhJ6-xkDKa-szSU7JOVrCw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@lucassmith8841,@lucassmith8841,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwvTMiAt20Vb8kJ6054AaABAg,"Palpatine's Constipated Force Ghost: ""UNNNNLIMITED STAR DESTROYERS!""",1.1K,20 replies
https://yt3.ggpht.com/ytc/AIdro_lBL0yJQ-_pZ_dIfkywMQUg97uqQJMX0rMrj2WJlBYd8w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@cloudwalker9572,@cloudwalker9572,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwDrAA8lVsIb8lkuIR4AaABAg,"-""The force will be with you""
-""Always""

Happy birthday princess, we miss you.",841,9 replies
https://yt3.ggpht.com/ytc/AIdro_mRhAxbeeHADSgB6HaFxViegjb6C8MzVwwdtZHI5OrSW00=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@haleemaughan1222,@haleemaughan1222,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzD3GQgtKcKCI1Ezo94AaABAg,"2019: ""The saga ends""
2020: ""Star Wars: The search for more money""",697,10 replies
https://yt3.ggpht.com/ytc/AIdro_mwEaxxE1bWp1mMixk7uv3y4CxCyMyre3ul7_0TVwdvjbY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@teenagegroot5827,@teenagegroot5827,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxJlu54gJpG1RPFajF4AaABAg,"“Who are you?”
“Rey.”
“Rey who?”
“Just Rey.”
“No people, then? Rey.... Solo.”",2.5K,31 replies
https://yt3.ggpht.com/ytc/AIdro_kMKMDbO6xUguZk1ILz8AbfZhM3MOty_2n3lYkChUr3UQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@afnspidey7606,@afnspidey7606,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwlKMjyM1pB1zJHnt14AaABAg,"End credits: 
Luke: but I never went to Tosche Station to pickup those power converter",667,14 replies
https://yt3.ggpht.com/ytc/AIdro_nKMMs-c8H7Em3GMuQyMJkJZPWsf31XF60-r2JoaZ3cpA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@_xxpigmenplaysxx_,@_xxpigmenplaysxx_,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugzb_gx5zXSGVyV-mhN4AaABAg,"2019: The Saga ends 

2020: Stormtrooper who bumped his head at the blast door a Star Wars story",3.6K,29 replies
https://yt3.ggpht.com/1PZDI0othfttryRicMh06s4QbzvIrhBb64zTpYaXfiVe6vVQp3xRjYSkPpsHxl7zGB3Pq9rbQw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@zawa322,@zawa322,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyHk_FtoxrzEB5lSKh4AaABAg,"2019: The saga ends

2030: Yub Nub - Revenge of the Ewoks",605,3 replies
,https://www.youtube.com/@rodFAKE,@rodFAKE,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy3IwoAKbZqlhytDK94AaABAg,"Son: dad what was Star Wars?

Me having intense flashbacks: “long have I waited”",604,12 replies
,https://www.youtube.com/@olaff9771,@olaff9771,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyL3WyRzzALZf1Dd1h4AaABAg,,1.9K,11 replies
,https://www.youtube.com/@_PrimetimePranks,@_PrimetimePranks,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyGGIrbh3g8uGgb1bt4AaABAg,"2019 the saga will end 

2020 Darth Vader’s asthma explained",2.3K,18 replies
,https://www.youtube.com/@kaiopiano279,@kaiopiano279,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz8AaROt1BxoxejggJ4AaABAg,"The villains will be two Re-created men.

The one that Snoke’s lower body and Darth maul’s upper body sewn together, and the opposite one.",1K,14 replies
,https://www.youtube.com/@rj8638,@rj8638,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx58H3SIsTQ9X_YNsN4AaABAg,"2019: Star Wars: Rise of Skywalker 

2020: Star Wars: An unexpected journey",890,13 replies
,https://www.youtube.com/@jeffkersey819,@jeffkersey819,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzP_l9EMRPjFR0xDYd4AaABAg,"2019: Star Wars:The Rise of Skywalker

2020: Star Wars: The Rebirth and Redeath of Palpatine",1K,8 replies
,https://www.youtube.com/@jett3143,@jett3143,5 days ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyqIF3nVU3rgKTBQZp4AaABAg,How has this been a half a decade already? Time flies man.,1,
,https://www.youtube.com/@DEMOHF,@DEMOHF,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxMBzMwb9wIgmm5Y3F4AaABAg,I guess the only dialogue Finn has is “REY!”,754,17 replies
,https://www.youtube.com/@jorgecabanas9180,@jorgecabanas9180,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyw_m_TJvsDuQo4_dh4AaABAg&pp=0gcJCSIANpG00pGi,If I see more memes of 2019 and 2020 I’m gonna execute order 66 multiple times,419,6 replies
,https://www.youtube.com/@TheCosmicReverie,@TheCosmicReverie,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwsE0gc0H_E7xKxUjR4AaABAg,"2019: The saga ends

2021: The Rise of The Younglings",794,16 replies
,https://www.youtube.com/@thehomiedan6378,@thehomiedan6378,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugzs89I1X41esONdD2x4AaABAg,"I swear there are more ""the saga will end"" comments then there are stars in the sky.",506,10 replies
https://yt3.ggpht.com/omcLrGE0EGDloDgG2OGtD4cshir7xcallB0ij1hsuk1FVOJ158L5wO43dxIiNHqGzPZIvzFPcg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rodFAKE,@rodFAKE,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy3IwoAKbZqlhytDK94AaABAg,"Son: dad what was Star Wars?

Me having intense flashbacks: “long have I waited”",604,12 replies
https://yt3.ggpht.com/ytc/AIdro_nMUyVVyhIKUuRD4d8Yy-uq0R6dcWrh_8LXqefWmppPhto=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@olaff9771,@olaff9771,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyL3WyRzzALZf1Dd1h4AaABAg,,1.9K,11 replies
https://yt3.ggpht.com/ytc/AIdro_lOXteMe_omRXPXaSaSji9RL4Y5QBWCMTHe8ZvudUSYIg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@_PrimetimePranks,@_PrimetimePranks,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyGGIrbh3g8uGgb1bt4AaABAg,"2019 the saga will end 

2020 Darth Vader’s asthma explained",2.3K,18 replies
https://yt3.ggpht.com/ytc/AIdro_k5wqNzmwehL3Gwqdyc45VAPL91WHjZIb84iFv13tyU9do=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@kaiopiano279,@kaiopiano279,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz8AaROt1BxoxejggJ4AaABAg,"The villains will be two Re-created men.

The one that Snoke’s lower body and Darth maul’s upper body sewn together, and the opposite one.",1K,14 replies
https://yt3.ggpht.com/ytc/AIdro_mYsA-sLjxeOc6ec4DlhPKE83px1nEgBV94hI6W4SXLofc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rj8638,@rj8638,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx58H3SIsTQ9X_YNsN4AaABAg,"2019: Star Wars: Rise of Skywalker 

2020: Star Wars: An unexpected journey",890,13 replies
https://yt3.ggpht.com/ytc/AIdro_nJl9-lkPvQZ_iK382CrqDstjo6sCtia07RQ3QIBpxtWOI=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@jeffkersey819,@jeffkersey819,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzP_l9EMRPjFR0xDYd4AaABAg,"2019: Star Wars:The Rise of Skywalker

2020: Star Wars: The Rebirth and Redeath of Palpatine",1K,8 replies
https://yt3.ggpht.com/i71A9CEX8YbXoczZGULdZIYSZgKsnsgiUEMrB1ov68Rzo0UTxvWG2VEqgNxza8XlNynle9XVog=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@DEMOHF,@DEMOHF,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxMBzMwb9wIgmm5Y3F4AaABAg,I guess the only dialogue Finn has is “REY!”,754,17 replies
https://yt3.ggpht.com/ytc/AIdro_njGgdLA9_yxgr4Xja91hQNha-9DaOhSxa6hd9pI8ICshk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@jorgecabanas9180,@jorgecabanas9180,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyw_m_TJvsDuQo4_dh4AaABAg&pp=0gcJCSIANpG00pGi,If I see more memes of 2019 and 2020 I’m gonna execute order 66 multiple times,419,6 replies
https://yt3.ggpht.com/rsEVRI2Bq0_5UYxM9pegvU2-iTS63nkfO2kPqcJIstOcCqbiTJvihnHC6a_nrxYotc9N5NEzRpo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@TheCosmicReverie,@TheCosmicReverie,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwsE0gc0H_E7xKxUjR4AaABAg,"2019: The saga ends

2021: The Rise of The Younglings",794,16 replies
https://yt3.ggpht.com/Zxw78QtYAIMyd-x0lcXlU-B87_tKtaozS4qSwfBlMpdDWtmATriN3DcqKipPoZobq6TuJU0rQQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@thehomiedan6378,@thehomiedan6378,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugzs89I1X41esONdD2x4AaABAg,"I swear there are more ""the saga will end"" comments then there are stars in the sky.",506,10 replies
https://yt3.ggpht.com/TD9xojNn9cUbO13ZSNuqJpIysQK7rZ8XSdl80B7Zmq01DLxS3EYVzcQ4w9B1WGxx4I013jAMEg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rinogoose,@rinogoose,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxFB7Rqmev32ctmvPV4AaABAg,"2019: a saga ends

2020: Anakin’s lightsaber: a Star Wars story",810,19 replies
https://yt3.ggpht.com/ytc/AIdro_lat1B0-13zdSrT1iNsAd9Rsz2usFJ6z3R7mSbsrge0MV4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@lwilson673,@lwilson673,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz5KKWG_5IHnizIQjV4AaABAg,"“The Saga Ends” 
Messa no thinksa",663,4 replies
https://yt3.ggpht.com/ytc/AIdro_lc_o38im2D-Vy3E_VZbbfzfWTEFl20M175At60xJR3zQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gregorypanagiotopoulos4976,@gregorypanagiotopoulos4976,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxJduEBFUdDqbVW4Gl4AaABAg,"2019 - “the saga ends”

2025 - Obi Wan Kenobi “hello there”",451,3 replies
https://yt3.ggpht.com/gEviimG0vFIg9AO7IZvrC1rMPKl6h5cuzuvA27-Kh3JsGvCBCcep41_uqwPmLz6SWHpkWDk4zhc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@MichChats,@MichChats,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgydUX791GP1RGwzqV54AaABAg,"Luke : confronting fear is the destiny of a jedi
Also luke : hides on an island for 30 years",427,11 replies
https://yt3.ggpht.com/ytc/AIdro_nIhqbyOC1eibOczcwmgNWza1iC3m0D0AjKy8QctQZdUMp2=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@seanferrin3089,@seanferrin3089,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy2F6SLd5uES3Xbp1N4AaABAg,"2019: The Saga will End

Disney 2023: Yeah... didn't say when though.",567,6 replies
,https://www.youtube.com/@waffletraktor9660,@waffletraktor9660,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwvDstC-d8tvEdsl2d4AaABAg,"2019: the saga ends

2020: The Tragedy of Darth Plagueis: a Star Wars Story",552,14 replies
,https://www.youtube.com/@SHARKBITE92,@SHARKBITE92,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxxi7mMKUFTCmOqAwN4AaABAg,"""The saga ends.""

Disney: Impossible. Perhaps the archives are incomplete.",558,5 replies
,https://www.youtube.com/@MrDrGeneralChef,@MrDrGeneralChef,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxu9g4Vox2I9KnNHyZ4AaABAg,"Rey: Who are you?
Palpatine: I am The Senate.",339,7 replies
,https://www.youtube.com/@HexTV319,@HexTV319,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz_fv0ipUp6M3dpuPJ4AaABAg,"What they SHOULD've called this movie:
""The Rise of The Return of The Revenge of The Senate""",721,9 replies
,https://www.youtube.com/@imblue7612,@imblue7612,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzxtS7nglE3j32P2K54AaABAg,Box Office:,245,1 reply
,https://www.youtube.com/@shaunbinneboese7542,@shaunbinneboese7542,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyAPW4DhG7H1Biy8CZ4AaABAg&pp=0gcJCSIANpG00pGi,"Knights of Ren: Finally! We get some screen time. Let’s do thi-

Palpatine: UNLIMITED POWAAAH!!!",347,1 reply
,https://www.youtube.com/@jackday2966,@jackday2966,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyYSqUb4nZjTq3Y0TB4AaABAg,The music that started playing at  actually made me kind of emotional,124,9 replies
,https://www.youtube.com/@bradleyb2423,@bradleyb2423,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwhEohMWIc1_DEEw5l4AaABAg,Try and go two comments without seeing “The Saga Ends”,212,8 replies
,https://www.youtube.com/@curlybro99,@curlybro99,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzBtxtM8V9qqO51E1h4AaABAg,"2019: will these comments stop?!


2020: Never",1.4K,14 replies
https://yt3.ggpht.com/cnSU6e_ev_Jj2z7le9QwCFFlQm82gy5j8q2RH6NYENfXNT5ATYq9_6WssGy7WxR0aW0WQX1p9w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@waffletraktor9660,@waffletraktor9660,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwvDstC-d8tvEdsl2d4AaABAg,"2019: the saga ends

2020: The Tragedy of Darth Plagueis: a Star Wars Story",552,14 replies
https://yt3.ggpht.com/ytc/AIdro_nuWoh7-fV_5HsAqv8lOPn0fOwr4tqkDkw0wt_Mk8BdrA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SHARKBITE92,@SHARKBITE92,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxxi7mMKUFTCmOqAwN4AaABAg,"""The saga ends.""

Disney: Impossible. Perhaps the archives are incomplete.",558,5 replies
https://yt3.ggpht.com/G8fbwC9fHvMX2qNnu2dxOOpg_AElkmv5N91S3Z8jfjp1YThAjuCOoWiIvVYQdjPxg6uSFXnJ7rQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@MrDrGeneralChef,@MrDrGeneralChef,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxu9g4Vox2I9KnNHyZ4AaABAg,"Rey: Who are you?
Palpatine: I am The Senate.",339,7 replies
https://yt3.ggpht.com/_JA7LUDtXk9Ns0qvtBZBsLjLqKMtt9rVG88AFZ7DALaLEwUxtEmLJ_jRWiDIPPj53_jSTUzHGHg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@HexTV319,@HexTV319,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz_fv0ipUp6M3dpuPJ4AaABAg,"What they SHOULD've called this movie:
""The Rise of The Return of The Revenge of The Senate""",721,9 replies
https://yt3.ggpht.com/ytc/AIdro_mOGv1vSodVCyMJMozwyeaD6F9nPVF_h7exZQg-RN2o1Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@imblue7612,@imblue7612,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzxtS7nglE3j32P2K54AaABAg,Box Office:,245,1 reply
https://yt3.ggpht.com/ytc/AIdro_l6sPRXJaTJMixMtavsTqQSKlG9fY0l_ZYAXJFsz415OX4o=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@shaunbinneboese7542,@shaunbinneboese7542,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyAPW4DhG7H1Biy8CZ4AaABAg&pp=0gcJCSIANpG00pGi,"Knights of Ren: Finally! We get some screen time. Let’s do thi-

Palpatine: UNLIMITED POWAAAH!!!",347,1 reply
https://yt3.ggpht.com/ytc/AIdro_nWhhzvk2CQLqkdyXdenaWU__3TCcWyNQowJIScAVmIlNM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@jackday2966,@jackday2966,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyYSqUb4nZjTq3Y0TB4AaABAg,The music that started playing at  actually made me kind of emotional,124,9 replies
https://yt3.ggpht.com/ytc/AIdro_nmdXv6f867zNvv4dMG70KSLpb3wvtLzxaIb5ezk38=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@bradleyb2423,@bradleyb2423,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwhEohMWIc1_DEEw5l4AaABAg,Try and go two comments without seeing “The Saga Ends”,212,8 replies
https://yt3.ggpht.com/-oUHjzNCy5qrtq6jv06q_LJvjn5UpDK2bqtWiJnjwBeDVu5S0q76qLYtxXt3YYfN1ZO6_3aP=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@curlybro99,@curlybro99,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzBtxtM8V9qqO51E1h4AaABAg,"2019: will these comments stop?!


2020: Never",1.4K,14 replies
https://yt3.ggpht.com/ytc/AIdro_n9QfL_N13_UrHCAhgpGDkfa-kyFafEGOVswIlwEhDRbRs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Sam_50210,@Sam_50210,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz8BcCdfqKW4phZYNd4AaABAg,"'People keep telling me they know me, no one does.' -teenage girls 2019
'But I do.' -that one kid tryna get with em",137,
https://yt3.ggpht.com/0Z1ukoy3udyvHVcIC93C8iB2ahAt-Gsy2WkQjAJMFUPb_XpgJrYNNZVsrCTJs9HPrvQ4IjHB-w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@jordanmeaux6112,@jordanmeaux6112,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy9V_XMN457fMqajd54AaABAg,None of this would even be a problem if Anakin would have just listened to Mace and stayed at the temple️,363,4 replies
https://yt3.ggpht.com/ytc/AIdro_ld_WEww_uN0a8aY9r5agUQnn-w0g7d57KpgVSZYlutuUw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@herosam1390,@herosam1390,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz1omZdrHt53LoEwX14AaABAg,"Final trailer: 
Looper: 100 things you missed in the Star Wars trailer!",397,10 replies
https://yt3.ggpht.com/DrLDRS-Oagcjy44fF_B-CpElnnMHJM82CtxiNJE1WfHpplQCbzjkZcztThzv3pb2MUuyl7Ia=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@donpatron0640,@donpatron0640,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxPFg49hCS89O5xJDJ4AaABAg,"me after my friend comes back after he says ""im afk, here in 5 minutes"" but then 20 minutes past",534,6 replies
https://yt3.ggpht.com/DZjwP0Mq2JHpeIydaQo3-Hcmnd06xNPD8P34dE_1cXOV7sd9Dj-e60W7Cih_dvmStJz-wQM3=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@CreeperLol_,@CreeperLol_,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugw5IrJAnTbNodlVW6B4AaABAg,"2019: Saga Ends
2020: Gonk A Star Wars Story",589,10 replies
,https://www.youtube.com/@MrNickMagnante,@MrNickMagnante,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxb_oaPVsxVyFHXwNh4AaABAg,"C-3PO: ""Taking one last look, sir. At my friends.""
Also 3PO:",253,8 replies
,https://www.youtube.com/@teenagegroot5827,@teenagegroot5827,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyzdoGieb4WS73QX9B4AaABAg,"Disney: How do we get more ticket sales?

JJ Abrams: We bring back the Emperor

Disney: Dew it!",413,3 replies
,https://www.youtube.com/@greenbean9183,@greenbean9183,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyyWANqdstyn_Xezm54AaABAg,"C3PO: I’m taking one last look at my friends 

Me: throws computer across the room",200,4 replies
,https://www.youtube.com/@DrippY5,@DrippY5,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzsplXP0RN0SJjBsCB4AaABAg,"""Everyone""

""There is another""",890,11 replies
,https://www.youtube.com/@crylittlesister6377,@crylittlesister6377,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxvLRJTkkjmmPXoxvx4AaABAg,"'Sees Lando in trailer'

""Yeap. He's a goner.""",530,11 replies
,https://www.youtube.com/@CommanderAlpharocks,@CommanderAlpharocks,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx5H8utAdbFZ_tNsnl4AaABAg,looks like THE SENATE has the high ground,166,1 reply
,https://www.youtube.com/@Cuero18,@Cuero18,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzTDiDqwocq1A_zAjl4AaABAg,"2019: The saga comes to a end

2024 Disney: no one's ever really gone",925,7 replies
