style-scope src,Link to Commentor Account,Commentor,Comment Date,yt-simple-endpoint href 2,Comment,Likes,Replies
,https://www.youtube.com/@adillaachmad_2494,@adillaachmad_2494,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwmZEnPvIk_SnibZFl4AaABAg,"2019: The Saga ends 

2020: Babu Frik: A star wars story",2K,12 replies
,https://www.youtube.com/@fala_hpy5507,@fala_hpy5507,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyoRzOb6jux-v14XIx4AaABAg,"Disney : This Christmas, The saga will end.
After a year : Star wars the new saga.",803,9 replies
,https://www.youtube.com/@kaldordraigo7278,@kaldordraigo7278,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzcdpxKBJ8W6LD3tr14AaABAg,"Disney: “the saga will end”

Also Disney: yes, but actually no",1.5K,7 replies
,https://www.youtube.com/@NoMereRanger73,@NoMereRanger73,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxpEXHRDi6oj0SHPKd4AaABAg,"Me: “Wait, that’s illegal.”",803,15 replies
,https://www.youtube.com/@2facade4u,@2facade4u,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxPdWRbvyB9kwsibnJ4AaABAg,"The Saga Ends

Obi Wan Kenobi: Only a sith deals in absolutes.",1.2K,14 replies
,https://www.youtube.com/@KingmanZombies,@KingmanZombies,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyAL4edM6UwM6UHrCl4AaABAg,"Jets Coaching Staff: ""What are you doing?""
Sam Darnold: ""Taking one last look, at my friends.""",577,15 replies
https://yt3.ggpht.com/ytc/AIdro_knOe6gJb2gSpE3MtOKyqAl_XOnpTClS5EmDTyhnLI=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tejassingh1241,@tejassingh1241,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwL2cvAtc6uLZEygBV4AaABAg,"2019: The Saga Ends
2020: Star Wars: a newER hope",1K,5 replies
https://yt3.ggpht.com/Mx2HjnrssUlI4c0eysdK711DlA82qhw_ywi-BOAubEt4W2IELNzp6-Dyssra1KOmf3YVM4r_vQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@spinner2168,@spinner2168,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx0flFB-BvFwmZCNv14AaABAg,"2019: A Saga Ends


2040: Emperor Palpatine will return in Star Wars: Revenge of the Senate",2.4K,27 replies
https://yt3.ggpht.com/ytc/AIdro_lBJUJrZesr_HEP63RvTh_i3E1XfjX6eEhJfJ6f8fy-gdA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@benfielding4713,@benfielding4713,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugzr1rM3CU3vOti4xf54AaABAg,"star wars saga ends
2 years later: gonk droid: a star wars story",1.2K,13 replies
https://yt3.ggpht.com/ytc/AIdro_nTZ6y4nr_QdufsgnPlnX8Rk4fMNMDJ5zVVpdAZdahRQQE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@adillaachmad_2494,@adillaachmad_2494,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwmZEnPvIk_SnibZFl4AaABAg,"2019: The Saga ends 

2020: Babu Frik: A star wars story",2K,12 replies
https://yt3.ggpht.com/ytc/AIdro_nwArbKI7dug7GoG-Uc2C-KO4patGLOhMH7BkYJrHZQaw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@fala_hpy5507,@fala_hpy5507,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyoRzOb6jux-v14XIx4AaABAg,"Disney : This Christmas, The saga will end.
After a year : Star wars the new saga.",803,9 replies
https://yt3.ggpht.com/ytc/AIdro_mr4b-iz0J1QMRIzf1-Zm86Wvv2Qy-N2R2sFEwM6gFDvvE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@kaldordraigo7278,@kaldordraigo7278,5 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzcdpxKBJ8W6LD3tr14AaABAg,"Disney: “the saga will end”

Also Disney: yes, but actually no",1.5K,7 replies
https://yt3.ggpht.com/TEzDoFbWyFF7YchtkxUdNEwYViiHgWQKt6WWAok4bBYULMTGZ5UwxOwhWnbqA6fgEpLo9QV7=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@NoMereRanger73,@NoMereRanger73,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxpEXHRDi6oj0SHPKd4AaABAg,"Me: “Wait, that’s illegal.”",803,15 replies
https://yt3.ggpht.com/hfkS3hInUgQdnrN_LZ0HRNr3MmrICv5YDv2JzOQdugVILETfzFSt_Cockfe_5D7PqZggTdE07A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@2facade4u,@2facade4u,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxPdWRbvyB9kwsibnJ4AaABAg,"The Saga Ends

Obi Wan Kenobi: Only a sith deals in absolutes.",1.2K,14 replies
https://yt3.ggpht.com/ZwPoS8VT_JoS8qVuy-0hf5pSRK0GvdlOAgA0O03KG6euW_I3Qm62PCAPo7bhBdsi5r_JeYB0OA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@KingmanZombies,@KingmanZombies,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyAL4edM6UwM6UHrCl4AaABAg,"Jets Coaching Staff: ""What are you doing?""
Sam Darnold: ""Taking one last look, at my friends.""",577,15 replies
https://yt3.ggpht.com/ytc/AIdro_lTAG2C-BGLc8HGmCkWzRGXyabEKQ26nS8UNB2pH_uuEg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@waqar88,@waqar88,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxvwCJq4QazVvPujah4AaABAg,"JJ Abrams: The saga will end

Disney: But there’s profit to be had!",1.1K,14 replies
https://yt3.ggpht.com/DxHdKiCBzW4NqsoWn9KNfaAMm9ngUuPVgKwL8ZN6d_uRGMaLaMV0NECxdRFt-6A4bVkHje9hSA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@LieutenantTropical,@LieutenantTropical,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy7EG9QVslWTyiM_4N4AaABAg,"Disney: The saga will end 


Kenobi a Starwars story: Hello There",1.2K,13 replies
https://yt3.ggpht.com/WlmiheJJuYmF0OuFoYxwcIupVIgoEsD5YbxoMS9f6g5qln88QxvNr-njm2D7LAs0uQq896zB=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@brettgb6073,@brettgb6073,5 days ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugw53WcKSkHrAl37sHF4AaABAg,6 years later. Still a pretty good trailer!,1,
https://yt3.ggpht.com/ytc/AIdro_n9QfL_N13_UrHCAhgpGDkfa-kyFafEGOVswIlwEhDRbRs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Sam_50210,@Sam_50210,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyKq9Mr7gOiLNvbCod4AaABAg,"'No one's ever really gone' 

Jar Jar: Now thisa look like a job for meesa",570,8 replies
https://yt3.ggpht.com/ytc/AIdro_l4IjZCybuQm2vV-UQxyZOGAhuRlm16H95vpLg6D83Bkbk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@anakinskywalker549,@anakinskywalker549,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwhB50bkASAK83xXad4AaABAg,"Luke: the force will be with you..

Leia: always..

Anakin:",1.7K,18 replies
,https://www.youtube.com/@lukas562,@lukas562,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzjHodZXyjDKtHXjY94AaABAg,"No one's ever really gone
4 Lightsabers ignite: ""General Kenobi!""",559,8 replies
,https://www.youtube.com/@DurpStarr,@DurpStarr,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxw5YLy5jm7FptQ2D14AaABAg,"J.J. Abrams: We’re done
Disney: We’re done when I say we’re done",735,9 replies
,https://www.youtube.com/@samuelberry4300,@samuelberry4300,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzyfjhpO0otBsaiOyt4AaABAg,"“My battery is low and it’s getting dark.”

-C3PO 2019",368,5 replies
,https://www.youtube.com/@doomphus,@doomphus,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxsi2VOHV6_e6Nyy7x4AaABAg,"2019: 


2021:",792,7 replies
,https://www.youtube.com/@emeliepeinado7177,@emeliepeinado7177,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzcD4_AZDbquEo84nh4AaABAg,When you realize that today is also Carrie Fisher’s Birthday,543,10 replies
,https://www.youtube.com/@chillbrobraggins383,@chillbrobraggins383,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxu_6t7194oeQNWtax4AaABAg,"THE SAGA ENDS
Disney: well yes but actually no.",1.2K,10 replies
,https://www.youtube.com/@poohjan,@poohjan,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzQjArs35QoG3iCdlB4AaABAg,This music makes me feel like I can take on the whole empire myself.,1.1K,15 replies
,https://www.youtube.com/@anjandas9110,@anjandas9110,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz8Al01vwlejTs0Y4B4AaABAg,2077: The Rise Of Jarjar Binks,684,15 replies
,https://www.youtube.com/@chronicguardian9684,@chronicguardian9684,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyv5OCa2hD4POtaRkx4AaABAg,"Me when watching this trailer: ""I wonder who's piloting those star destroyers?""
My brother: ""Ghost Moff Tarkin.""",1.2K,6 replies
,https://www.youtube.com/@gongashbk619,@gongashbk619,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwNZQs5aykcep2ciB54AaABAg,"2019: the saga ends
2020: Chewbacca - The Last Wookie - A Star Wars Story",509,5 replies
,https://www.youtube.com/@ericeller8417,@ericeller8417,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxzxNnGVv20zmdbZXV4AaABAg,"2019: The Saga Ends

2024: Remember that one guy,",1.1K,8 replies
https://yt3.ggpht.com/ytc/AIdro_nfiLnpRPDq7U2zgDE_SIvJHdZD345-j3QHx3Zf3qzwopw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@lukas562,@lukas562,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzjHodZXyjDKtHXjY94AaABAg,"No one's ever really gone
4 Lightsabers ignite: ""General Kenobi!""",559,8 replies
https://yt3.ggpht.com/7cTdiF7cuIy3yzKXRTnIL2kO1-F24euVj59wWMrQhiMwc7SSga2MJ5h842rzzbYeVv85_f6FRA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@DurpStarr,@DurpStarr,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxw5YLy5jm7FptQ2D14AaABAg,"J.J. Abrams: We’re done
Disney: We’re done when I say we’re done",735,9 replies
https://yt3.ggpht.com/ytc/AIdro_mQ2TWYd3P8943OVVEuE8hdvHRh8Rqg3yUyW5pRr9fTQGo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@samuelberry4300,@samuelberry4300,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzyfjhpO0otBsaiOyt4AaABAg,"“My battery is low and it’s getting dark.”

-C3PO 2019",368,5 replies
https://yt3.ggpht.com/4CbRhHGZU_KhBrE67K1crjVOEELZpqpS2zlBt-aDqr-w05I4csZlvfpPevWIHlt-37Pj2S15qw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@doomphus,@doomphus,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxsi2VOHV6_e6Nyy7x4AaABAg,"2019: 


2021:",792,7 replies
https://yt3.ggpht.com/ytc/AIdro_mjAqBvXyn0xKHnU96zw78O3fTKIcQzxL9XDXWcGLQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@emeliepeinado7177,@emeliepeinado7177,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzcD4_AZDbquEo84nh4AaABAg,When you realize that today is also Carrie Fisher’s Birthday,543,10 replies
https://yt3.ggpht.com/ytc/AIdro_kxpGwFaIUXL6R3gsbqJVW7GOCOKLsPuZgm2lBiPyffAA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@chillbrobraggins383,@chillbrobraggins383,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugxu_6t7194oeQNWtax4AaABAg,"THE SAGA ENDS
Disney: well yes but actually no.",1.2K,10 replies
https://yt3.ggpht.com/M7Sf9ElUW47N1y2QFLTRTSMyp3W6dni0vjU324R88vP51_wvwA4En9zegSuxmDr2h_a274fgKA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@poohjan,@poohjan,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzQjArs35QoG3iCdlB4AaABAg,This music makes me feel like I can take on the whole empire myself.,1.1K,15 replies
https://yt3.ggpht.com/PgD1DmHJlAU0KeuJucKZH4hEnINBfaOXAy2MATk7i6kMyDPSs5ZEcz4kt7WNn4JXb93asYhmVw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@anjandas9110,@anjandas9110,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugz8Al01vwlejTs0Y4B4AaABAg,2077: The Rise Of Jarjar Binks,684,15 replies
https://yt3.ggpht.com/ytc/AIdro_m1MJ_cMJXBm3OHHweUKukh_nGxHMorPPxWXYiyO6bMAg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@chronicguardian9684,@chronicguardian9684,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyv5OCa2hD4POtaRkx4AaABAg,"Me when watching this trailer: ""I wonder who's piloting those star destroyers?""
My brother: ""Ghost Moff Tarkin.""",1.2K,6 replies
https://yt3.ggpht.com/COYYMDIkD1b3n_ox5xqokRV3D6oGXDCE8kP6PS2BovAHQY5Up9djIB5RXsaKFsXsM6Y0CypiQQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gongashbk619,@gongashbk619,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwNZQs5aykcep2ciB54AaABAg,"2019: the saga ends
2020: Chewbacca - The Last Wookie - A Star Wars Story",509,5 replies
https://yt3.ggpht.com/Fy1lm5M_a8rWenjQpMY49JNtViw8rDOmAE87KaLwGco4nKoD2dpU7wS0h7gvTi2uJkJsygK-I84=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ericeller8417,@ericeller8417,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxzxNnGVv20zmdbZXV4AaABAg,"2019: The Saga Ends

2024: Remember that one guy,",1.1K,8 replies
https://yt3.ggpht.com/ytc/AIdro_nSNEhNq9uI4ACb2YW6UjulH-tJW2JzGX3te5_lYSbVneY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@peterc234,@peterc234,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugw-kNcXfpy0CRGIM-Z4AaABAg,"disney: the saga ends
6ix9ine: episode 10 is next",888,9 replies
https://yt3.ggpht.com/ytc/AIdro_nz6ds6_MPdhL_Ri60Tq5v1lER17MNfAuMBg-f9Ep89sEY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tinchorubio832,@tinchorubio832,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyZgbjpIlg4vq2kAOh4AaABAg,"Palpatine during the trailer: ""Oh yeah it's all comming together""",538,4 replies
https://yt3.ggpht.com/ytc/AIdro_nNmYtjmuS2-MB5g8uLxKJUJefIasdvRX68u3JDVN_PUKYN=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@TechSupporticus,@TechSupporticus,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwefHoiG7YuqR1BhvF4AaABAg,"2019: ""The saga ends""

2025: ""I have a bad feeling about this: A Star Wars Story""",1.2K,10 replies
https://yt3.ggpht.com/IJvgkLitxoeRcaoaeJpkg4ogbJBVBXCs0t1egPnfl2SHrPIKPPYDTGzHbfkGYjOMFvi9GWKQVw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ArtyMac,@ArtyMac,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwEFCPKFE2JPL3XUzJ4AaABAg,1 day later: “Top 10 things you missed in the final Star Wars trailer”,667,6 replies
https://yt3.ggpht.com/ytc/AIdro_nSO4XjiCe16mfa5G2Qd9KKg84i0AQ6vUeAX7qRUqU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@isaaca3552,@isaaca3552,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzRj9FT08bjs8qf8O14AaABAg,"2019: The saga ends
2021: Mos Eisley Cantina Band: Origins",952,10 replies
,https://www.youtube.com/@sethyoung9792,@sethyoung9792,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugybrc8I097FJNnI12l4AaABAg,“Everything that has transpired has done so according to my design.”,452,5 replies
,https://www.youtube.com/@VNK95,@VNK95,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzwiCkG5xvUU3Mlu1d4AaABAg,Space horses in Star Wars is the equivalent energy as people naruto running into Area 51,174,1 reply
,https://www.youtube.com/@Soccercrazyigboman,@Soccercrazyigboman,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzeY1fTwGlVfT-pXxN4AaABAg,"He protecc
He attacc
But most importantly...

The Senate is bacc",752,6 replies
,https://www.youtube.com/@AverytheCubanAmerican,@AverytheCubanAmerican,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxVD7JbU-dQGNh-_Wh4AaABAg&pp=0gcJCSIANpG00pGi,"World: The senate will decide your movie's fate 
Disney: I AM THE SENATE",437,5 replies
,https://www.youtube.com/@Richard-ih5pl,@Richard-ih5pl,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy1UUA6AfwcDERAFr54AaABAg&pp=0gcJCSIANpG00pGi,"2019 : the saga ends 

2020 : the next saga",568,5 replies
,https://www.youtube.com/@KhoaTV,@KhoaTV,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyftMxH91pskG4_0UN4AaABAg,"2019:The Saga ends
2020:Darth Jar Jar's Revenge",151,
,https://www.youtube.com/@gabrielcastillolaugerud399,@gabrielcastillolaugerud399,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwQV8DD5CP8qIKysBB4AaABAg&pp=0gcJCSIANpG00pGi,"2019: The saga ends
2020: The rise of Jabba",1.8K,24 replies
,https://www.youtube.com/@nocollarcrypto8851,@nocollarcrypto8851,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgysXJc1wLyjl_QhLDp4AaABAg,“Your coming together....will be quite profitable.”,645,2 replies
,https://www.youtube.com/@pugrilla,@pugrilla,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzfzYaBbb2K03Nj8nd4AaABAg,Let’s be real... Star Wars wouldn’t be Star Wars without John Williams,1.3K,46 replies
,https://www.youtube.com/@diallwa,@diallwa,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx9owL8Bni_Zav8JaZ4AaABAg,"The saga ends


2 years later : Star Wars presents : The Jar Jar Story",856,24 replies
https://yt3.ggpht.com/7EJQEwZlS3_OURpyJoAF2CgF1Rb5fo5OfbDtzWfzT9QqypoKE12v9O7pfbR2BvQzPyRntY3VS0Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@sethyoung9792,@sethyoung9792,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugybrc8I097FJNnI12l4AaABAg,“Everything that has transpired has done so according to my design.”,452,5 replies
https://yt3.ggpht.com/ytc/AIdro_lC5VbolyYm1IQwU-N-xzB_3NrGQpnAqvVz7qZ_zHKcEQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@VNK95,@VNK95,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzwiCkG5xvUU3Mlu1d4AaABAg,Space horses in Star Wars is the equivalent energy as people naruto running into Area 51,174,1 reply
https://yt3.ggpht.com/ytc/AIdro_k1VHCZJddp7QNHFCAyirFHyYgK3N3B41Lk8kCOl2KawA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Soccercrazyigboman,@Soccercrazyigboman,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzeY1fTwGlVfT-pXxN4AaABAg,"He protecc
He attacc
But most importantly...

The Senate is bacc",752,6 replies
https://yt3.ggpht.com/ytc/AIdro_nsjx1eO0IkSG5hEgSENSQl3Ml03xZh7K9IhaB1ghcQyg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@AverytheCubanAmerican,@AverytheCubanAmerican,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxVD7JbU-dQGNh-_Wh4AaABAg&pp=0gcJCSIANpG00pGi,"World: The senate will decide your movie's fate 
Disney: I AM THE SENATE",437,5 replies
https://yt3.ggpht.com/sZEgvOOZA5bw8QyUbGaQw-ZRtcPPgCsD2_30nAUFylrn5tGzb56NYAw1b1bbI-ik7RQFHPQS=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Richard-ih5pl,@Richard-ih5pl,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugy1UUA6AfwcDERAFr54AaABAg&pp=0gcJCSIANpG00pGi,"2019 : the saga ends 

2020 : the next saga",568,5 replies
https://yt3.ggpht.com/_onT7HQK0VkJPEyMaTryia8R39iYz_nlDSHX7slmeZfdbhOUMvcXDMQXrPeEzM3nIwS4bxNzuA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@KhoaTV,@KhoaTV,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyftMxH91pskG4_0UN4AaABAg,"2019:The Saga ends
2020:Darth Jar Jar's Revenge",151,
https://yt3.ggpht.com/ytc/AIdro_lyIz2FC02g2F6rQxU3AHj5dVb5sDvQgVLT287s__kyoqE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gabrielcastillolaugerud399,@gabrielcastillolaugerud399,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgwQV8DD5CP8qIKysBB4AaABAg&pp=0gcJCSIANpG00pGi,"2019: The saga ends
2020: The rise of Jabba",1.8K,24 replies
https://yt3.ggpht.com/ytc/AIdro_kIolg91xLmieJwJE0BgQXQLjc0uouAoSs_gcEg1x486Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@nocollarcrypto8851,@nocollarcrypto8851,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgysXJc1wLyjl_QhLDp4AaABAg,“Your coming together....will be quite profitable.”,645,2 replies
https://yt3.ggpht.com/ytc/AIdro_lmQJAlAafN_8FYOWnOQlhJwnM9NHuvVZToTfMP94EEcg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@pugrilla,@pugrilla,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgzfzYaBbb2K03Nj8nd4AaABAg,Let’s be real... Star Wars wouldn’t be Star Wars without John Williams,1.3K,46 replies
https://yt3.ggpht.com/ytc/AIdro_koRtQTuIwjQ4FP3RZVg1uE66PaOdUeqFgH8lWkw-1bt37GjlJuRBJ7yTL7l5mFm3VeNQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@diallwa,@diallwa,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugx9owL8Bni_Zav8JaZ4AaABAg,"The saga ends


2 years later : Star Wars presents : The Jar Jar Story",856,24 replies
https://yt3.ggpht.com/ytc/AIdro_motM58w3zrvxw9iJiVMaTZx7V5Ur2mxNFgJhM1gUVRaI0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RobbieCancian,@RobbieCancian,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxUGixMSGRkZgu-XUt4AaABAg,"C-3P0: Taking one last look at my friends

Other Characters: I don't even know who you are...",538,14 replies
https://yt3.ggpht.com/ytc/AIdro_kS4PyCPvwLMT01QhURr40mpK5yw1boE5TnueD0LQVQ1Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@theviewer9305,@theviewer9305,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxKv9aGSOqk_q6-TJ54AaABAg,"2019: The saga ends.
2020: Long has Messa waited...",1.1K,7 replies
https://yt3.ggpht.com/ytc/AIdro_lZrvMsiubyGFDbpYy-cEq_eXCcfq8H81UzvjAhvRO4hTs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ronaldogilley4274,@ronaldogilley4274,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgxNDwX5FAR209sDab54AaABAg,"“It’s treason, then.” 

   - Palpatine, 2019",400,
https://yt3.ggpht.com/ytc/AIdro_mH7zhHqb0bGCwJ0lop2xwKzPXYlpoKZ-YF0ZA3fedB3_0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@bluesamuraientertainment9863,@bluesamuraientertainment9863,5 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyHWtpSuOJqn6nfBmV4AaABAg,"2019: The Saga Will End

2020: Shrek 6: A Star Wars Story",281,5 replies
,https://www.youtube.com/@preacher8417,@preacher8417,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyVj-9IR867XFqJHGR4AaABAg,But just as ray defeats palpatine the true sith lord shows himself JAR JAR,733,18 replies
,https://www.youtube.com/@TheFirstdjsteels,@TheFirstdjsteels,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgybbXp5aEp7aMaLptJ4AaABAg,"2019: The Saga Ends

2020: Star Wars: The Highest Ground",1.3K,11 replies
,https://www.youtube.com/@adrianrammirez,@adrianrammirez,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyqQG9eWNIo9_9XLvR4AaABAg,"“ taking one last look at my friends “

Me :",470,22 replies
,https://www.youtube.com/@F0urSidedHexag0n,@F0urSidedHexag0n,6 years ago (edited),https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=UgyEBo0-4nFKbF4MRM94AaABAg,"Emperor: Coming together

The Alliance: Literally every ship in the whole galaxy in one shot.",604,5 replies
,https://www.youtube.com/@amanasibn8026,@amanasibn8026,6 years ago,https://www.youtube.com/watch?v=8Qn_spdM5Zg&lc=Ugyj9n5Z_tx4GO63T814AaABAg,"Me: Rewatches all star wars movies
Friend: What Are You Doing?
Me: Taking one last look, sir... At my friends..",542,14 replies
